## scal_lengths.dat using only 1 fishery and 1 survey
# nLenSeries
4
# nLenBins
54
# firstBin
1 1 2 5
# lastBin
54 54 36 42
# binSize
5
# sizeLimit
81 81 81 81
# lenIndex
1 2 3 4
# lenLikeWeight
1 1 1 1
# minLen
11 11 11 11
# maxLen
276 276 276 276
# lenFirstYear
19 18 1 29
# lenLastYear
44 44 44 44 
# lenObsProp_m1
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 0 0 0 0 0 0.000812076508503899 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 0 0 0 0 0 0 0 0.00137024929528774 0.00047750471774778 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.00205566920684007 -1 -1 0 0 0.00406938123299774 0 0 0 0 0.000231152357941459 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.018582113160069 -1 -1 0 0 0 0 0.00137244827987375 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00156334717142016 0.000551783554513085 0 0.000494807330152046 0 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0165264439532289 -1 -1 0 0 0.00406938123299774 0 0.00579218479292178 0 0 0 0 0.000367793792494364 0.00052174092871747 0 0 0 0 0 0 0 0.00764303061583188 0.000491314123881514 0.000485243118475287 0 0 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.00745835570074799 -1 -1 0 0 0.03306618333054 0 0.00142846657701145 0.00361191772178651 0.000230587211674652 0.000453414240577478 0 0.00140987620456173 0.00313044557230482 0 0 0 0 0 0 0.00134842498775836 0.0256215230871637 0 0.0034866019625009 0.00099612528306925 0 
-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 0.0476084106762805 -1 -1 0.0285112664328409 0.0161548032609537 0.0770259051239242 0 0.0220256473359674 0.0732072122608391 0.0479835973837306 0.0530746036492306 0.0476962458211311 0.030226937722242 0.045813943086809 0.0402278593716759 0.0484681973790559 0.0168239529635657 0.0234150248138953 0.0239436592477175 0.0180887832783636 0.0271035200409316 0.0677411928325591 0.0396654335558853 0.0504186981115415 0.0331893975218121 0.0184949440320443 
